Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF54,OUT049,3580.9275
DRG23,OUT010,515.09033
FDD53,OUT046,369.4169
NCM31,OUT027,3256.5308
FDT16,OUT017,4629.1504
FDR40,OUT035,1681.2987
DRG25,OUT017,3942.7278
FDT10,OUT035,838.57227
FDY32,OUT013,2884.573
FDN50,OUT035,1410.6334
FDZ35,OUT019,150.08202
NCP54,OUT045,2053.1697
NCD07,OUT035,1384.6151
FDS02,OUT018,3188.8433
DRN59,OUT018,442.0456
DRB24,OUT013,2064.7788
FDP37,OUT027,3063.0974
DRB01,OUT018,3093.4026
FDR47,OUT046,2304.4487
NCM31,OUT010,361.27118
NCF06,OUT027,6841.332
NCV17,OUT027,3461.6812
FDS10,OUT049,2786.4363
FDN52,OUT035,1352.423
FDZ48,OUT013,1807.0079
FDJ48,OUT049,3988.8535
DRB13,OUT027,3915.5854
FDV59,OUT017,3796.9907
FDL32,OUT035,1783.9464
FDZ12,OUT035,2439.0447
NCR06,OUT027,365.99014
FDP51,OUT017,2061.9302
FDY22,OUT013,2341.492
FDZ38,OUT049,2931.4004
NCO54,OUT035,956.0632
FDR23,OUT035,2789.2375
FDM38,OUT049,856.96265
FDS25,OUT013,1765.6588
FDZ22,OUT013,1315.341
FDZ20,OUT019,1378.1998
FDD45,OUT010,351.41705
FDN03,OUT049,3597.9236
NCW30,OUT046,3871.6826
FDY24,OUT027,2051.2688
FDJ26,OUT019,66.78011
FDM15,OUT049,2026.2252
NCW54,OUT027,2176.596
FDA23,OUT045,1560.5159
FDA39,OUT019,21.018803
FDZ12,OUT017,2513.636
NCB42,OUT046,1977.9263
FDL16,OUT046,759.8366
FDO24,OUT019,293.67902
NCP42,OUT046,3024.2344
FDR19,OUT018,2109.7505
DRL01,OUT045,4890.6265
FDV37,OUT046,2576.154
FDI41,OUT010,818.07434
FDF58,OUT049,903.37994
NCF43,OUT018,1597.4525
FDN02,OUT049,4037.0527
NCP41,OUT035,1729.0941
NCY17,OUT027,1189.3821
FDL58,OUT027,4812.222
NCA30,OUT027,5835.062
FDE46,OUT018,1865.7897
FDY38,OUT035,3905.5417
NCH29,OUT027,2523.246
FDO20,OUT045,2020.4873
FDP44,OUT018,1312.118
FDM02,OUT027,2772.5266
FDJ14,OUT027,2193.731
FDH04,OUT010,265.5343
DRK23,OUT046,5781.226
NCW05,OUT046,2497.445
FDF12,OUT049,2583.1477
FDL51,OUT019,118.78176
FDN03,OUT018,3829.9194
DRJ37,OUT049,2787.7737
FDM12,OUT019,231.82916
FDA16,OUT045,4991.045
NCB07,OUT017,3302.0476
NCI17,OUT019,313.5519
FDR51,OUT046,2180.2556
FDJ55,OUT045,4229.2
NCZ17,OUT013,770.6061
FDU25,OUT013,1010.9545
NCG18,OUT045,1569.639
DRM11,OUT017,4010.8547
FDH16,OUT035,1269.4866
FDZ04,OUT018,733.4738
NCX53,OUT035,2336.7495
FDX38,OUT027,1541.6166
FDX09,OUT046,3637.994
NCW05,OUT018,2123.4272
NCS41,OUT017,3196.7075
FDI26,OUT046,2055.5762
NCZ41,OUT027,3392.96
NCK06,OUT046,2215.3606
FDX23,OUT027,2506.4675
NCA42,OUT046,2572.6353
FDC20,OUT049,1024.7228
DRC49,OUT018,1682.8411
FDX01,OUT013,1633.1158
FDC08,OUT045,4001.8
FDC02,OUT017,6692.2
FDK10,OUT045,1423.6964
DRC24,OUT013,3097.5354
FDW16,OUT019,260.7827
NCU06,OUT018,3243.2944
DRA59,OUT045,2321.1204
FDR24,OUT019,304.5016
DRL35,OUT018,435.88174
FDA49,OUT013,908.2286
NCC55,OUT046,604.14343
DRD24,OUT019,270.70178
NCE55,OUT049,3125.7214
FDT33,OUT045,3237.9646
NCT53,OUT013,2482.0085
FDS26,OUT046,2268.7925
FDL22,OUT018,1245.7344
FDP44,OUT017,1819.8302
FDC52,OUT018,1844.4373
FDI53,OUT010,224.9049
FDZ23,OUT046,3053.3293
NCT18,OUT013,3291.7988
FDR13,OUT046,1792.6627
FDB09,OUT010,222.17879
FDZ60,OUT013,1536.1841
FDB11,OUT046,3450.0354
FDC10,OUT018,1581.2208
FDW56,OUT035,4570.546
FDK14,OUT027,2104.4563
DRE27,OUT027,2287.6199
FDA38,OUT017,3595.1133
FDT11,OUT045,2303.551
FDP15,OUT035,5290.0244
FDV27,OUT035,1535.8931
FDS36,OUT027,2452.6843
FDY40,OUT027,1480.5555
NCF19,OUT049,819.66205
FDF53,OUT045,2591.6045
FDS14,OUT027,2992.7961
FDE56,OUT046,988.3279
FDZ19,OUT035,3222.614
FDZ46,OUT013,1631.5881
FDR16,OUT046,5577.349
FDG29,OUT018,223.63524
NCE30,OUT017,2841.4758
FDZ40,OUT046,897.09424
FDG58,OUT018,2503.5247
DRH03,OUT013,1562.2828
FDZ47,OUT045,1434.1155
FDV04,OUT018,2298.7979
FDZ10,OUT018,1908.4799
FDG46,OUT017,2281.1746
NCF07,OUT045,1466.5405
FDY44,OUT035,2897.2095
FDB21,OUT013,3221.2502
FDS20,OUT035,3440.2168
FDS49,OUT049,1604.2169
FDX55,OUT027,5060.7466
NCQ02,OUT018,2510.1272
FDR25,OUT013,5067.996
DRG39,OUT045,946.41644
FDB46,OUT046,3135.5579
NCC30,OUT018,1957.407
FDE58,OUT035,1713.8516
FDC05,OUT019,459.52042
FDY15,OUT046,2208.4902
FDG14,OUT046,2553.01
FDL08,OUT049,1980.3375
FDQ47,OUT013,594.83374
FDN12,OUT035,2180.087
FDW10,OUT013,3346.665
FDD02,OUT035,2270.0332
FDX35,OUT010,514.74866
FDT35,OUT046,2489.503
DRN47,OUT019,232.61946
FDB11,OUT010,466.36
FDN20,OUT045,2189.8767
FDB59,OUT035,2976.0532
FDJ58,OUT045,2812.102
FDU60,OUT046,3757.431
FDS03,OUT049,1371.1664
FDU40,OUT019,250.63576
DRH15,OUT049,786.3525
FDD04,OUT027,3586.6504
FDQ01,OUT046,3105.3147
FDF28,OUT035,2114.1243
FDD22,OUT010,368.9501
FDY19,OUT046,1989.7233
FDN33,OUT035,1257.5018
FDV36,OUT035,2636.942
FDW01,OUT010,308.41388
FDJ28,OUT049,3495.3516
FDB17,OUT035,3207.8127
FDM40,OUT049,2326.9304
FDV46,OUT045,1906.7432
FDQ44,OUT049,1799.5833
NCD42,OUT046,721.4843
DRH37,OUT046,2529.8198
FDR10,OUT018,2308.2007
NCD06,OUT027,1453.885
FDI53,OUT046,1700.7046
FDG16,OUT035,4669.637
DRB25,OUT046,1924.9357
FDY09,OUT046,2766.3489
FDX48,OUT045,2891.5608
FDC03,OUT010,981.3845
FDT47,OUT035,2347.8635
FDW44,OUT027,3993.6516
FDT24,OUT017,1748.3888
FDT12,OUT019,986.8252
NCS38,OUT035,2276.4512
FDO39,OUT035,3123.6365
FDA13,OUT046,602.4819
FDO48,OUT035,4294.5596
DRJ01,OUT017,2151.637
FDD53,OUT018,269.06882
NCT05,OUT049,4671.3477
FDQ51,OUT045,988.91534
FDU60,OUT013,2611.4258
FDC59,OUT046,978.9786
FDP36,OUT035,785.5769
NCM19,OUT017,1447.4835
FDL16,OUT035,681.1231
FDE50,OUT018,2434.8508
NCR18,OUT013,563.2103
NCD30,OUT035,1726.5619
FDH31,OUT013,1657.9468
FDD56,OUT019,347.71936
FDC47,OUT049,4665.3604
FDZ21,OUT045,1540.303
FDM01,OUT049,1887.4048
FDF24,OUT013,1464.4287
FDW23,OUT017,768.15717
FDY52,OUT018,775.4039
DRH37,OUT027,3875.529
DRO47,OUT027,2997.6292
FDR25,OUT049,4450.2026
FDQ24,OUT027,6155.6763
DRJ51,OUT018,4841.983
NCU06,OUT035,4696.1953
NCV18,OUT018,1309.7714
NCC06,OUT027,3622.3179
FDZ01,OUT018,1341.2198
FDT14,OUT017,2004.3418
FDD11,OUT019,-118.32923
FDN09,OUT017,5155.1997
NCO18,OUT010,581.1675
FDZ50,OUT045,3344.4622
FDS44,OUT013,3429.5337
FDI36,OUT045,2297.2126
FDA26,OUT010,383.45407
NCY53,OUT049,1783.5896
FDF32,OUT049,3463.3079
FDF59,OUT010,167.10448
FDB20,OUT046,1265.4093
DRH11,OUT035,821.2227
FDT03,OUT049,1382.1812
NCH06,OUT035,4083.253
FDR55,OUT049,3076.279
FDI10,OUT035,3194.672
FDZ12,OUT045,2359.199
FDM12,OUT049,2482.8196
DRB25,OUT045,1549.6244
NCS41,OUT013,2248.1084
NCT53,OUT049,2768.2417
NCD55,OUT013,489.44458
FDY08,OUT049,2365.8943
NCP55,OUT049,960.4459
FDA33,OUT013,2163.7874
FDQ33,OUT013,2504.1733
FDE45,OUT027,4149.75
FDT26,OUT013,2269.6824
NCV53,OUT049,5007.7964
FDK60,OUT027,3130.2751
NCJ29,OUT046,1189.9501
FDI15,OUT045,5842.139
FDX21,OUT013,1591.2809
FDV49,OUT019,1253.0973
DRO59,OUT046,1460.4879
FDZ14,OUT045,1637.4514
FDP32,OUT027,3598.2415
FDC33,OUT017,2330.6768
FDT14,OUT010,241.30669
NCN54,OUT027,2004.5056
FDR57,OUT027,4481.1
DRK12,OUT046,664.05646
FDX52,OUT049,3409.6067
FDX08,OUT010,398.88535
FDP10,OUT010,363.00012
NCP50,OUT045,1231.3823
NCL06,OUT013,3828.713
FDP25,OUT013,4117.6343
FDE53,OUT013,1750.0032
FDL27,OUT017,1301.3824
FDC35,OUT049,3670.954
DRJ47,OUT010,204.46808
FDD16,OUT018,1080.4695
NCN42,OUT049,2702.055
FDC38,OUT027,3315.5334
NCO07,OUT045,4133.999
FDQ20,OUT049,783.5669
FDI32,OUT046,2152.6028
FDN20,OUT010,599.65454
DRJ51,OUT027,7018.149
FDU08,OUT045,1603.2676
DRN37,OUT019,263.40863
FDD05,OUT010,412.49142
FDW15,OUT046,2209.2202
FDI52,OUT046,2138.7178
DRM11,OUT049,4080.0298
NCO06,OUT045,479.73764
FDU38,OUT049,3487.6555
FDU59,OUT018,2046.9751
FDJ10,OUT046,2023.8667
FDM13,OUT049,1512.9628
NCJ30,OUT019,350.48547
FDM45,OUT018,2667.1868
FDP36,OUT045,597.4157
NCD30,OUT010,278.3423
FDN48,OUT017,1678.0253
FDY32,OUT049,2877.6287
FDU47,OUT046,2472.778
FDF17,OUT019,388.99332
FDP34,OUT017,2760.8745
FDA47,OUT049,2811.902
DRD27,OUT027,1830.8671
FDW38,OUT045,795.8369
FDZ15,OUT019,345.52115
FDZ03,OUT027,5239.1265
NCN19,OUT049,3138.0562
FDG02,OUT035,2816.2478
FDS31,OUT035,3335.0508
FDW43,OUT019,960.21826
FDZ47,OUT010,177.3779
FDO57,OUT017,3152.9993
NCL07,OUT013,570.4966
NCV42,OUT013,1763.484
FDP40,OUT017,2068.02
FDP48,OUT019,739.5947
FDH21,OUT017,2757.3154
NCP02,OUT049,1016.2037
FDK24,OUT049,605.76196
FDC41,OUT045,1178.268
FDF08,OUT017,1645.8254
FDO49,OUT017,64.2309
FDS56,OUT027,8362.285
FDX46,OUT018,856.44293
FDQ07,OUT013,3975.7097
FDC32,OUT010,162.26672
FDT21,OUT019,63.603962
FDG58,OUT045,2204.7332
FDW14,OUT049,1279.6511
DRA12,OUT027,3732.3303
FDV27,OUT013,1071.1458
DRD25,OUT013,1827.2045
DRF48,OUT027,5640.121
FDX24,OUT017,1581.8394
DRJ51,OUT046,4525.0127
FDE45,OUT045,2484.9075
FDE14,OUT046,1685.869
FDG53,OUT045,1833.4816
FDT08,OUT046,2594.7083
DRC27,OUT027,6553.6
FDG20,OUT035,1890.1425
FDC21,OUT046,1773.1493
FDV31,OUT018,2283.3933
FDB58,OUT045,2373.0315
FDV23,OUT046,1873.3466
FDA25,OUT019,363.5589
FDC15,OUT046,2244.5422
FDU47,OUT049,2421.763
FDE23,OUT013,957.7515
FDS08,OUT013,1538.2556
FDW03,OUT027,2600.4966
FDJ60,OUT018,2243.1904
FDM34,OUT017,1951.8446
FDW33,OUT013,1491.5983
FDZ40,OUT013,708.186
FDE33,OUT018,1182.3044
NCC06,OUT010,496.75107
FDU11,OUT046,836.2679
FDL44,OUT017,2978.0332
NCZ29,OUT017,2092.379
FDG28,OUT010,-291.97803
FDL12,OUT018,764.8878
FDD52,OUT017,1421.3785
FDO15,OUT013,1087.3602
NCN29,OUT027,1321.6449
FDW36,OUT013,1587.6843
FDB21,OUT046,3079.806
FDZ28,OUT013,1859.1831
FDY10,OUT035,1981.8772
DRG39,OUT017,966.3526
FDN28,OUT013,1013.6214
FDV15,OUT035,2470.9412
DRI13,OUT035,4103.623
FDH20,OUT046,1547.8955
FDY51,OUT013,3904.4739
FDE16,OUT013,3819.1052
FDX40,OUT018,446.1422
FDC48,OUT018,973.0619
FDS14,OUT046,2353.823
FDX56,OUT017,4869.605
FDI10,OUT046,2526.7102
FDI14,OUT013,2375.94
DRM48,OUT013,810.18475
NCH07,OUT027,3895.7717
FDY26,OUT013,5542.603
FDD02,OUT027,2636.8533
FDM12,OUT046,2276.1567
DRF01,OUT010,344.80453
FDV36,OUT046,2460.6763
DRI59,OUT013,3994.708
FDV03,OUT018,2192.4094
FDO39,OUT017,3641.1548
NCB07,OUT018,2820.322
FDH38,OUT027,2844.5657
FDZ13,OUT035,878.6053
NCZ30,OUT046,1974.7473
NCA06,OUT035,576.9524
FDB04,OUT049,1276.6873
FDN50,OUT013,1331.9327
NCG06,OUT049,2845.5571
NCY17,OUT018,555.0914
FDC23,OUT046,2813.7068
FDK33,OUT049,3782.199
FDR03,OUT049,3987.7449
FDZ07,OUT045,947.17194
FDO38,OUT013,1263.9534
FDS59,OUT046,1972.1257
DRM11,OUT019,150.67677
FDX52,OUT027,6379.7876
DRJ35,OUT018,640.7045
NCP53,OUT046,4506.5933
FDW15,OUT019,741.98553
DRI47,OUT045,2764.489
DRZ11,OUT035,1835.1825
FDS02,OUT013,2994.2417
DRD49,OUT018,3370.418
FDW38,OUT049,894.83
FDR21,OUT019,303.17947
FDE40,OUT013,825.5272
FDI02,OUT045,1903.2754
FDQ04,OUT045,655.84705
FDY14,OUT017,4651.3813
NCT54,OUT046,1422.0703
DRD25,OUT017,2033.4865
DRE01,OUT045,4304.382
FDJ12,OUT010,239.29277
NCZ05,OUT049,1156.6378
DRB25,OUT019,204.4088
NCC31,OUT045,2931.2695
FDM16,OUT045,1374.6766
DRG11,OUT049,2109.3884
FDV24,OUT027,3512.0835
FDV43,OUT046,603.73346
FDG05,OUT018,2093.7463
FDV23,OUT010,355.32922
FDI58,OUT018,1321.0928
FDQ11,OUT017,5707.602
FDC05,OUT027,6166.4985
FDF40,OUT013,1969.5537
FDU02,OUT018,3147.6663
FDT32,OUT013,3540.0068
NCF06,OUT017,3171.8452
FDT46,OUT013,840.2021
FDR58,OUT010,166.32816
FDY04,OUT046,2353.1863
FDT58,OUT045,2292.3354
FDE46,OUT049,1849.8931
DRH11,OUT017,667.7172
DRI51,OUT046,2492.044
FDC35,OUT017,2446.2417
FDP45,OUT035,2961.5864
FDC45,OUT017,3510.4243
FDU01,OUT045,3653.7498
FDJ53,OUT010,315.9803
FDJ46,OUT017,2677.2893
FDX07,OUT013,2437.2263
NCI30,OUT049,3157.9675
FDE47,OUT027,3641.01
FDV48,OUT045,1402.5117
FDN16,OUT019,298.67078
FDM52,OUT013,2598.1936
FDA32,OUT027,4476.5547
FDH05,OUT017,3225.0781
FDW25,OUT010,-68.62968
FDQ09,OUT046,1843.339
NCM17,OUT010,276.5505
DRM59,OUT046,1976.7869
FDV47,OUT027,2125.923
DRE15,OUT035,1086.0535
FDS25,OUT010,44.003414
NCZ05,OUT018,892.4717
NCV05,OUT019,153.81033
DRM37,OUT046,3983.4011
FDV58,OUT027,5407.9834
FDN22,OUT027,7615.147
NCO06,OUT049,468.29352
FDT56,OUT019,190.51956
FDM02,OUT013,1459.9545
FDA09,OUT046,1925.8412
NCC06,OUT035,2781.1604
NCL54,OUT049,3142.8823
NCB55,OUT017,846.3386
FDB12,OUT017,1787.0569
NCA54,OUT049,3575.7896
NCS38,OUT049,2433.5303
FDC02,OUT049,5599.4736
FDK44,OUT019,160.95253
FDE16,OUT035,4224.665
NCS05,OUT035,2388.432
FDZ59,OUT045,3314.9067
FDI20,OUT017,4815.641
FDQ14,OUT046,2168.9224
FDF53,OUT017,2696.0469
FDW25,OUT017,1584.3088
NCQ43,OUT010,346.3329
FDX52,OUT013,3300.4802
FDE28,OUT045,3320.3318
FDN15,OUT017,2338.7812
FDO28,OUT017,1141.2012
FDQ33,OUT045,2452.038
FDM22,OUT010,227.81067
FDJ03,OUT017,836.7036
FDI16,OUT045,695.25085
FDI09,OUT027,6207.967
FDX55,OUT013,3329.5981
FDS23,OUT027,3235.6514
DRC12,OUT045,2899.6306
FDH41,OUT049,3741.691
FDN01,OUT013,2584.4285
FDV55,OUT045,2332.4768
NCJ19,OUT013,937.618
NCY29,OUT010,278.92743
FDP03,OUT018,1781.9475
FDZ52,OUT045,1612.0593
FDH31,OUT010,321.16327
FDQ19,OUT018,4569.978
FDS15,OUT035,1762.3319
FDN32,OUT017,3227.7288
FDH32,OUT049,1624.0427
FDF33,OUT017,2156.511
FDJ22,OUT046,2645.1145
FDG56,OUT010,205.40576
FDC05,OUT046,2589.3262
FDK09,OUT013,3634.6697
NCV29,OUT045,2250.3906
NCC43,OUT019,363.1657
NCA42,OUT049,3008.0623
FDC10,OUT046,1468.9838
FDC16,OUT013,1380.7646
NCL17,OUT013,2130.7703
FDA51,OUT035,2426.659
FDW01,OUT017,2340.8352
NCF30,OUT045,1903.2438
FDN49,OUT013,664.3378
FDY20,OUT045,1302.881
FDC15,OUT045,1755.4625
FDY24,OUT046,973.22156
NCG43,OUT017,1595.4711
FDA48,OUT013,3396.0671
NCF55,OUT017,681.0485
FDL38,OUT049,1603.7672
NCQ29,OUT018,3642.7114
FDC34,OUT017,3253.9766
FDP36,OUT027,1623.2268
FDN50,OUT010,426.7098
FDO23,OUT049,1709.9679
FDT56,OUT013,918.6118
FDT13,OUT027,5366.9727
FDZ03,OUT013,3260.77
FDQ03,OUT010,584.91724
FDU44,OUT045,2706.9333
FDD03,OUT049,5024.8594
NCH30,OUT013,1784.0524
FDS60,OUT010,-113.59998
FDG08,OUT046,3064.239
FDX38,OUT017,786.4644
FDD22,OUT017,1649.6304
FDW51,OUT013,3402.679
FDL09,OUT017,2275.0146
FDZ60,OUT045,1278.0334
NCH07,OUT046,2475.3284
NCQ41,OUT049,3654.271
FDW04,OUT049,1782.1254
FDI08,OUT027,7083.026
FDR19,OUT019,332.20892
FDV13,OUT046,1605.0732
FDB52,OUT017,3217.9194
FDZ48,OUT027,3035.5989
NCO14,OUT049,877.5684
FDZ50,OUT013,4089.2664
FDN27,OUT019,-43.997757
FDQ60,OUT013,1918.6707
FDR49,OUT017,879.3711
DRJ35,OUT027,1784.8992
DRI49,OUT017,1422.5693
FDB47,OUT017,3816.7703
FDP37,OUT010,203.66968
FDR26,OUT049,1644.0592
FDY31,OUT019,400.6488
FDC11,OUT045,1231.4161
DRP47,OUT035,4409.875
NCY54,OUT018,2604.7708
FDR27,OUT046,2471.8362
FDQ21,OUT019,431.48938
NCQ29,OUT035,3868.9563
FDJ02,OUT046,2812.741
FDE21,OUT018,1625.3574
FDM39,OUT046,3141.3315
FDZ01,OUT017,1768.3654
NCB19,OUT018,1295.8608
FDU03,OUT046,3281.6992
FDP27,OUT049,4296.6885
DRF01,OUT045,2563.4836
FDM03,OUT049,1617.2266
FDV01,OUT046,2512.5095
FDS16,OUT046,2661.2944
FDO45,OUT035,1391.457
NCX06,OUT035,3264.4233
FDP13,OUT046,945.9928
NCR38,OUT018,3694.1096
FDA01,OUT013,833.0996
FDT26,OUT017,1691.574
FDD44,OUT027,6792.058
FDB26,OUT013,908.77795
FDP45,OUT019,735.9116
NCP55,OUT046,923.13086
FDT23,OUT017,1607.868
FDO51,OUT045,782.4928
FDA44,OUT046,862.83624
NCJ31,OUT018,3852.2375
FDX37,OUT045,1475.8842
NCD18,OUT049,3810.0005
FDN40,OUT027,3559.81
FDL33,OUT017,2862.2485
DRF48,OUT035,3208.8286
FDW08,OUT035,1656.6343
FDX39,OUT018,2849.4956
FDB38,OUT049,3566.4565
FDY46,OUT018,3020.883
NCB06,OUT049,3038.7559
FDA34,OUT035,3838.4658
FDA35,OUT045,2024.235
FDQ07,OUT035,4949.2656
FDU32,OUT045,1687.3011
FDU26,OUT013,1792.9319
FDU13,OUT010,589.06396
FDO09,OUT035,2843.2632
FDW03,OUT019,529.85767
FDB38,OUT013,2361.3293
FDL26,OUT010,220.41217
NCN43,OUT045,2164.4238
FDH08,OUT045,4821.036
NCC31,OUT019,284.20184
FDH14,OUT035,2476.1272
FDL40,OUT017,1946.3833
FDD20,OUT035,1966.4446
NCV53,OUT035,6420.522
FDD16,OUT045,1096.4321
FDP24,OUT035,1962.6025
FDQ25,OUT045,2568.5269
FDM38,OUT035,1270.8657
NCT18,OUT010,861.76324
FDM34,OUT049,2213.2476
DRH37,OUT010,664.8723
NCE07,OUT013,1498.0532
FDG12,OUT013,2199.3738
FDB59,OUT010,-110.437515
FDS10,OUT018,2773.4375
FDN21,OUT010,753.8378
FDM02,OUT045,1297.4838
FDO44,OUT049,2061.8745
NCN17,OUT017,1425.1327
FDH16,OUT018,1157.6605
FDL44,OUT046,2647.7808
FDY47,OUT017,1791.7325
DRI39,OUT046,883.9869
NCX54,OUT018,1386.0298
FDE59,OUT046,626.30164
FDO46,OUT045,2642.3252
DRE13,OUT046,1462.3048
FDW14,OUT013,1344.2704
FDF35,OUT046,1484.4532
FDO50,OUT019,316.85095
DRF49,OUT017,1904.1471
FDT60,OUT049,2091.783
FDP38,OUT045,677.63654
FDA31,OUT027,4956.8423
FDY52,OUT010,141.05334
FDD03,OUT027,7186.2197
FDN52,OUT018,1142.1136
FDU20,OUT010,326.89825
FDD22,OUT035,1953.7513
NCB55,OUT019,152.12097
FDN27,OUT045,1136.2131
FDD16,OUT013,1338.179
FDW48,OUT046,764.60254
DRN35,OUT045,630.5871
FDX25,OUT049,2801.4365
DRD49,OUT049,3132.9019
FDE21,OUT019,168.96362
FDN44,OUT035,3614.934
DRC01,OUT049,629.875
NCK30,OUT046,3258.5127
FDU39,OUT013,1085.6586
FDB49,OUT013,1689.0164
FDS12,OUT045,2221.6638
FDR57,OUT018,2374.766
FDX22,OUT027,6700.4995
FDC60,OUT013,2028.159
NCE42,OUT049,3762.898
NCK42,OUT049,3265.8193
DRE01,OUT017,3535.035
FDE57,OUT018,2056.092
DRK59,OUT019,373.3507
FDB10,OUT027,6165.726
FDQ25,OUT046,2404.0872
FDY26,OUT017,5739.2827
FDG28,OUT049,3577.3115
FDM14,OUT049,1740.7081
NCH29,OUT049,2037.6165
FDD48,OUT049,1994.8909
FDC17,OUT045,4252.591
DRH49,OUT027,2070.096
FDN44,OUT018,2094.5745
FDC29,OUT045,1960.3588
DRK01,OUT019,400.88086
FDD48,OUT017,2070.4495
FDB59,OUT013,2419.387
FDY45,OUT010,-153.60481
FDX60,OUT035,1139.9471
FDT09,OUT010,356.73407
DRB24,OUT018,2152.3271
FDL13,OUT035,3090.061
FDN16,OUT035,1605.4706
FDK57,OUT013,1860.1573
FDO22,OUT027,1798.6729
FDC57,OUT010,491.73196
FDZ13,OUT027,1573.71
FDW27,OUT013,1989.1703
FDX10,OUT049,577.8765
FDY08,OUT018,2275.9727
FDA49,OUT017,1543.9371
FDC32,OUT018,1205.0521
FDO04,OUT035,794.46027
NCZ54,OUT013,3166.0159
FDY40,OUT045,1012.1663
FDW36,OUT045,1395.6
FDE11,OUT017,3559.851
DRE37,OUT045,2893.492
NCK19,OUT017,3493.9355
FDT19,OUT035,2982.8984
FDE56,OUT045,1088.4706
FDZ57,OUT010,125.02354
FDB35,OUT035,1453.4502
FDF09,OUT010,-43.695274
FDO34,OUT046,4025.6265
FDA55,OUT046,4259.6914
NCM18,OUT035,971.96533
FDJ20,OUT019,534.8606
DRQ35,OUT019,271.18103
FDG02,OUT013,2594.2922
NCU29,OUT018,1952.1243
FDL27,OUT027,2037.1963
NCA54,OUT035,3350.0535
FDJ32,OUT035,594.1575
FDB21,OUT019,377.7583
FDR46,OUT035,2490.6133
FDZ32,OUT046,1571.8563
DRF36,OUT017,3514.7402
NCU54,OUT017,2688.6267
NCI31,OUT017,655.42114
DRA59,OUT035,2448.606
NCC55,OUT045,316.83307
FDE44,OUT018,553.8216
NCN26,OUT018,1664.7781
FDC11,OUT049,1122.2762
FDV24,OUT035,1350.2922
FDR40,OUT019,229.79024
NCQ17,OUT049,3210.61
FDC46,OUT045,3539.4038
NCM18,OUT046,929.4708
FDK16,OUT046,1747.7
FDI28,OUT017,1006.5949
FDS11,OUT018,3673.4553
DRD13,OUT046,1164.7216
FDL36,OUT035,1340.3745
FDI27,OUT013,654.1756
FDJ53,OUT019,130.7052
FDS44,OUT045,3464.7908
FDE28,OUT046,3595.8115
FDQ33,OUT018,2325.8499
FDB37,OUT017,4922.3457
FDQ31,OUT045,1341.033
NCQ05,OUT046,2728.136
FDE10,OUT013,2043.7485
FDF38,OUT017,594.32904
FDE50,OUT019,1108.8807
DRG37,OUT010,473.14935
NCH06,OUT049,4347.048
FDY14,OUT045,5077.4297
FDO27,OUT017,2104.0522
FDQ19,OUT049,4103.9653
FDZ26,OUT019,642.78564
FDN51,OUT013,5048.5557
FDK20,OUT035,2171.5393
FDD40,OUT018,2768.5789
DRI25,OUT018,788.05194
FDH56,OUT017,2012.4178
FDI36,OUT027,5455.833
DRH11,OUT018,872.7662
NCV18,OUT017,1502.3364
DRI01,OUT049,3479.9153
DRE48,OUT049,3600.0242
FDS51,OUT035,943.8954
FDM38,OUT017,1197.7085
FDB60,OUT027,5598.0205
FDY58,OUT035,4759.128
FDY22,OUT045,2424.5662
FDF11,OUT027,5311.3213
FDZ51,OUT035,1585.3232
FDQ45,OUT017,3482.9648
FDF17,OUT035,2720.2017
NCF31,OUT027,3402.7366
FDA37,OUT013,2094.679
FDO51,OUT046,756.4556
FDF34,OUT013,2178.2378
FDD57,OUT018,1305.9015
FDO37,OUT046,5332.011
FDR49,OUT049,857.4614
FDS39,OUT049,2232.0203
FDI48,OUT027,1629.0096
DRM35,OUT049,3580.8994
FDV57,OUT035,3468.099
FDZ55,OUT013,2509.415
FDI28,OUT035,980.3592
FDS21,OUT045,1055.3016
FDT34,OUT013,1936.8066
DRI25,OUT035,1016.4957
FDT47,OUT010,462.94324
DRH39,OUT045,869.94415
NCD54,OUT045,2197.5012
FDU16,OUT027,2112.349
NCW29,OUT045,2137.3408
FDV25,OUT027,6306.992
FDM56,OUT035,1624.0553
FDZ04,OUT027,1461.4827
FDG59,OUT019,-79.96175
FDI56,OUT045,1231.6041
FDS33,OUT035,1414.6282
FDC23,OUT049,3142.8193
FDT11,OUT049,2325.7117
FDG17,OUT045,4604.284
FDZ44,OUT045,1220.2795
FDJ52,OUT013,1821.9585
DRI23,OUT046,2285.5046
DRE15,OUT010,133.97871
NCF07,OUT013,1602.6069
NCR29,OUT049,892.06335
FDE44,OUT019,66.02511
FDT23,OUT035,1591.2374
NCG06,OUT017,3144.9727
NCU41,OUT010,483.64896
FDH46,OUT017,1889.0817
FDV31,OUT013,2848.4087
NCT41,OUT027,3620.7012
FDE22,OUT027,4115.439
FDC26,OUT045,1637.2412
DRF51,OUT017,712.2437
NCY53,OUT019,319.4051
FDY21,OUT017,3940.859
FDL27,OUT013,1057.237
FDZ34,OUT049,4278.3247
NCF43,OUT010,956.5524
FDC21,OUT035,1733.7861
FDL26,OUT013,2019.1049
FDT25,OUT010,351.44534
NCR30,OUT046,673.82697
DRL23,OUT019,291.12744
NCR05,OUT049,2891.7942
NCE19,OUT018,575.98096
FDY07,OUT035,742.5315
